Temperature (C),Humidity (%),BMP Temp (C),Pressure (hPa),MQ135 Voltage (V),PM2.5 (µg/m³),PPM (CO2)
32.3,79.0,31.4,1004.48,0.04,1.77,0.12
32.3,79.0,31.39,1004.48,0.04,1.93,0.15
32.3,79.0,31.39,1004.48,0.04,2.14,0.2
32.3,79.0,31.39,1004.48,0.05,2.46,0.3
32.3,79.0,31.39,1004.48,0.06,2.82,0.44
32.3,79.0,31.39,1004.48,0.04,2.18,0.21
32.3,79.0,31.39,1004.49,0.04,2.18,0.21
32.3,79.0,31.39,1004.49,0.04,1.97,0.16
32.3,79.0,31.39,1004.48,0.03,1.53,0.08
32.3,79.0,31.39,1004.48,0.05,2.3,0.25
32.3,79.0,31.39,1004.48,0.0,0.0,0.0
32.3,79.0,31.39,1004.49,0.03,1.57,0.09
32.3,79.0,31.39,1004.49,0.05,2.34,0.26
32.3,79.0,31.39,1004.49,0.05,2.62,0.36
32.3,79.0,31.39,1004.49,0.04,1.93,0.15
32.3,79.0,31.38,1004.49,0.05,2.34,0.26
32.3,79.0,31.38,1004.49,0.04,1.97,0.16
32.3,79.0,31.38,1004.49,0.04,2.05,0.18
32.3,79.0,31.38,1004.49,0.04,1.93,0.15
32.3,79.0,31.37,1004.49,0.04,2.05,0.18
32.3,79.0,31.37,1004.5,0.06,3.18,0.62
32.3,79.0,31.37,1004.5,0.04,2.14,0.2
32.3,79.0,31.36,1004.5,0.04,2.01,0.17
32.3,79.0,31.36,1004.5,0.04,1.97,0.16
32.3,79.0,31.36,1004.5,0.04,1.93,0.15
32.3,79.0,31.35,1004.5,0.03,1.57,0.09
32.3,79.0,31.35,1004.5,0.04,2.22,0.22
32.3,79.0,31.35,1004.5,0.03,1.69,0.1
32.3,79.0,31.35,1004.5,0.02,1.17,0.04
32.3,79.0,31.35,1004.5,0.04,2.18,0.21
32.3,79.0,31.35,1004.5,0.04,1.97,0.16
32.3,79.0,31.35,1004.49,0.06,3.22,0.64
32.3,79.0,31.35,1004.49,0.03,1.57,0.09
32.3,79.0,31.36,1004.5,0.04,1.85,0.14
32.3,79.0,31.36,1004.5,0.04,1.81,0.13
32.3,79.0,31.36,1004.5,0.04,1.81,0.13
32.3,79.0,31.36,1004.5,0.04,1.93,0.15
32.3,79.0,31.37,1004.5,0.04,2.14,0.2
32.3,79.0,31.37,1004.49,0.04,2.18,0.21
32.3,79.0,31.38,1004.5,0.04,2.18,0.21
32.3,79.0,31.38,1004.5,0.04,2.18,0.21
32.3,79.0,31.38,1004.5,0.06,3.22,0.64
32.3,79.0,31.38,1004.5,0.04,2.14,0.2
32.3,79.0,31.38,1004.51,0.04,1.93,0.15
32.3,79.0,31.38,1004.51,0.03,1.73,0.11
32.3,79.0,31.38,1004.5,0.04,2.18,0.21
32.3,79.0,31.38,1004.51,0.04,1.93,0.15
32.3,79.0,31.38,1004.51,0.09,4.63,1.79
32.3,79.0,31.38,1004.5,0.05,2.46,0.3
32.3,79.0,31.38,1004.5,0.05,2.3,0.25
32.3,79.0,31.39,1004.5,0.04,1.93,0.15
32.3,79.0,31.39,1004.51,0.04,2.14,0.2
32.3,79.0,31.39,1004.51,0.0,0.24,0.0
32.3,79.0,31.39,1004.51,0.02,1.13,0.03
32.3,79.0,31.39,1004.52,0.05,2.42,0.28
32.3,79.0,31.39,1004.51,0.07,3.34,0.71
32.3,79.0,31.39,1004.51,0.06,2.86,0.46
32.3,79.0,31.38,1004.51,0.05,2.42,0.28
32.3,79.0,31.38,1004.51,0.04,2.1,0.19
32.3,79.0,31.38,1004.51,0.04,2.01,0.17
32.3,79.0,31.38,1004.52,0.06,3.02,0.53
32.3,79.0,31.39,1004.52,0.04,2.22,0.22
32.3,79.0,31.39,1004.52,0.05,2.38,0.27
32.3,79.0,31.39,1004.52,0.05,2.58,0.34
32.3,79.0,31.38,1004.52,0.03,1.73,0.11
32.3,79.0,31.38,1004.52,0.04,2.01,0.17
32.3,79.0,31.38,1004.53,0.03,1.57,0.09
32.3,79.0,31.37,1004.52,0.04,1.93,0.15
32.3,79.0,31.37,1004.52,0.04,1.93,0.15
32.3,79.0,31.36,1004.52,0.03,1.45,0.07
32.3,79.0,31.36,1004.52,0.04,1.81,0.13
32.3,79.0,31.37,1004.52,0.04,2.18,0.21
32.3,79.0,31.37,1004.52,0.04,1.85,0.14
32.3,79.0,31.38,1004.53,0.04,1.85,0.14
32.3,79.0,31.38,1004.53,0.04,1.93,0.15
32.3,79.0,31.38,1004.54,0.04,2.05,0.18
32.3,79.0,31.38,1004.54,0.03,1.37,0.06
32.3,79.0,31.39,1004.54,0.03,1.49,0.07
32.3,79.0,31.39,1004.54,0.04,1.89,0.14
32.3,79.0,31.39,1004.55,0.06,3.14,0.6
32.3,79.0,31.39,1004.54,0.0,0.0,0.0
32.3,79.0,31.39,1004.55,0.04,2.05,0.18
32.3,79.0,31.39,1004.54,0.05,2.34,0.26
32.3,79.0,31.39,1004.55,0.05,2.42,0.28
32.3,79.0,31.39,1004.55,0.04,2.22,0.22
32.3,79.0,31.39,1004.55,0.04,2.1,0.19
32.3,79.0,31.39,1004.55,0.04,2.05,0.18
32.3,79.0,31.39,1004.55,0.04,1.85,0.14
32.3,79.0,31.39,1004.55,0.05,2.42,0.28
32.3,79.0,31.39,1004.56,0.04,1.89,0.14
32.3,79.0,31.39,1004.55,0.04,1.77,0.12
32.3,79.0,31.39,1004.56,0.06,3.02,0.53
32.3,79.0,31.38,1004.56,0.03,1.65,0.1
32.3,79.0,31.38,1004.56,0.06,3.02,0.53
32.3,79.0,31.38,1004.56,0.04,2.1,0.19
32.3,79.0,31.37,1004.56,0.04,1.89,0.14
32.3,79.0,31.37,1004.56,0.04,1.97,0.16
32.3,79.0,31.37,1004.56,0.04,1.89,0.14
32.3,79.0,31.37,1004.56,0.07,3.26,0.66
32.3,79.0,31.37,1004.56,0.05,2.34,0.26
32.3,79.0,31.37,1004.55,0.04,2.01,0.17
32.3,79.0,31.37,1004.56,0.02,1.09,0.03
32.3,79.0,31.37,1004.55,0.05,2.62,0.36
32.3,79.0,31.38,1004.56,0.04,1.97,0.16
32.3,79.0,31.38,1004.56,0.05,2.58,0.34
32.3,79.0,31.38,1004.56,0.03,1.33,0.05
32.3,79.0,31.38,1004.57,0.04,1.89,0.14
32.3,79.0,31.37,1004.56,0.04,1.93,0.15
32.3,79.0,31.37,1004.56,0.04,2.22,0.22
32.3,79.0,31.38,1004.56,0.05,2.34,0.26
32.3,79.0,31.38,1004.56,0.04,1.81,0.13
32.3,79.0,31.38,1004.56,0.04,2.05,0.18
32.3,79.0,31.38,1004.57,0.04,1.81,0.13
32.3,79.0,31.38,1004.57,0.03,1.29,0.05
32.3,79.0,31.38,1004.56,0.05,2.58,0.34
32.3,79.0,31.39,1004.57,0.05,2.58,0.34
32.3,79.0,31.39,1004.57,0.03,1.73,0.11
32.3,79.0,31.39,1004.57,0.04,1.97,0.16
32.3,79.0,31.39,1004.56,0.05,2.42,0.28
32.3,79.0,31.39,1004.56,0.03,1.69,0.1
32.3,79.0,31.4,1004.57,0.06,2.9,0.48
32.3,79.0,31.4,1004.57,0.04,1.93,0.15
32.3,79.0,31.4,1004.57,0.04,1.93,0.15
32.3,79.0,31.4,1004.58,0.04,2.22,0.22
32.3,79.0,31.4,1004.58,0.03,1.57,0.09
32.3,79.0,31.4,1004.58,0.03,1.49,0.07
32.3,79.0,31.4,1004.58,0.02,0.85,0.02
32.3,79.0,31.4,1004.58,0.05,2.62,0.36
32.3,79.0,31.4,1004.57,0.04,2.05,0.18
32.3,79.0,31.41,1004.57,0.03,1.65,0.1
32.3,79.0,31.41,1004.57,0.05,2.42,0.28
32.3,79.0,31.41,1004.57,0.04,1.93,0.15
32.3,79.0,31.42,1004.57,0.04,1.97,0.16
32.3,79.0,31.42,1004.58,0.04,2.01,0.17
32.3,79.0,31.42,1004.58,0.01,0.56,0.0
32.3,79.0,31.43,1004.58,0.04,1.93,0.15
32.3,79.0,31.43,1004.58,0.04,1.97,0.16
32.3,79.0,31.44,1004.58,0.04,1.93,0.15
32.3,79.0,31.44,1004.58,0.04,1.89,0.14
32.3,79.0,31.45,1004.58,0.04,1.93,0.15
32.3,79.0,31.45,1004.58,0.01,0.44,0.0
32.3,79.0,31.46,1004.59,0.04,2.05,0.18
32.3,79.0,31.47,1004.58,0.05,2.7,0.39
32.3,79.0,31.47,1004.58,0.04,1.93,0.15
32.3,79.0,31.48,1004.58,0.04,1.93,0.15
32.3,79.0,31.48,1004.59,0.06,3.02,0.53
32.3,79.0,31.49,1004.59,0.05,2.54,0.33
32.3,79.0,31.49,1004.59,0.04,1.93,0.15
32.3,79.0,31.49,1004.59,0.06,3.22,0.64
32.3,79.0,31.49,1004.59,0.03,1.73,0.11
32.3,79.0,31.49,1004.6,0.04,1.93,0.15
32.3,79.0,31.49,1004.6,0.05,2.66,0.37
32.3,79.0,31.48,1004.6,0.04,1.85,0.14
32.3,79.0,31.48,1004.6,0.05,2.38,0.27
32.3,79.0,31.48,1004.6,0.06,2.78,0.42
32.3,79.0,31.48,1004.6,0.03,1.33,0.05
32.3,79.0,31.47,1004.6,0.04,1.93,0.15
32.3,79.0,31.47,1004.6,0.05,2.42,0.28
32.3,79.0,31.47,1004.6,0.05,2.42,0.28
32.3,79.0,31.46,1004.61,0.04,1.93,0.15
32.3,79.0,31.46,1004.61,0.04,1.93,0.15
32.3,79.0,31.45,1004.61,0.05,2.5,0.31
32.3,79.0,31.45,1004.61,0.03,1.73,0.11
32.3,79.0,31.45,1004.61,0.04,2.22,0.22
32.3,79.0,31.45,1004.61,0.03,1.69,0.1
32.3,79.0,31.45,1004.61,0.04,1.97,0.16
32.3,79.0,31.45,1004.61,0.05,2.42,0.28
32.3,79.0,31.46,1004.62,0.05,2.58,0.34
32.3,79.0,31.46,1004.61,0.0,0.0,0.0
32.3,79.0,31.47,1004.61,0.04,2.01,0.17
32.3,79.0,31.47,1004.61,0.05,2.3,0.25
32.3,79.0,31.47,1004.61,0.06,3.22,0.64
32.3,79.0,31.47,1004.61,0.04,2.18,0.21
32.3,79.0,31.48,1004.61,0.03,1.57,0.09
32.3,79.0,31.48,1004.61,0.04,1.89,0.14
32.3,79.0,31.48,1004.61,0.04,2.18,0.21
32.3,79.0,31.49,1004.61,0.04,2.14,0.2
32.3,79.0,31.49,1004.61,0.04,2.05,0.18
32.3,79.0,31.49,1004.61,0.04,2.14,0.2
32.3,79.0,31.49,1004.62,0.04,2.14,0.2
32.3,79.0,31.49,1004.62,0.05,2.54,0.33
32.3,79.0,31.49,1004.62,0.04,1.97,0.16
32.3,79.0,31.49,1004.62,0.04,1.93,0.15
32.3,79.0,31.49,1004.62,0.05,2.34,0.26
32.3,79.0,31.49,1004.62,0.03,1.69,0.1
32.3,79.0,31.5,1004.62,0.04,1.93,0.15
32.3,79.0,31.5,1004.62,0.05,2.3,0.25
32.3,79.0,31.49,1004.63,0.04,2.22,0.22
32.3,79.0,31.49,1004.63,0.03,1.69,0.1
32.3,79.0,31.48,1004.63,0.05,2.46,0.3
32.3,79.0,31.48,1004.62,0.05,2.42,0.28
32.3,79.0,31.48,1004.62,0.01,0.73,0.01
32.3,79.0,31.47,1004.62,0.03,1.45,0.07
32.3,79.0,31.47,1004.63,0.04,1.81,0.13
32.3,79.0,31.47,1004.63,0.06,3.1,0.58
32.3,79.0,31.47,1004.63,0.04,1.93,0.15
32.3,79.0,31.46,1004.63,0.02,1.17,0.04
32.3,79.0,31.46,1004.63,0.04,2.14,0.2
32.3,79.0,31.46,1004.63,0.04,1.97,0.16
32.3,79.0,31.47,1004.63,0.04,2.18,0.21
32.3,79.0,31.47,1004.63,0.05,2.62,0.36
32.3,79.0,31.47,1004.63,0.04,1.93,0.15
32.3,79.0,31.46,1004.63,0.03,1.37,0.06
32.3,79.0,31.46,1004.64,0.05,2.3,0.25
32.3,79.0,31.46,1004.64,0.04,2.22,0.22
32.3,79.0,31.46,1004.64,0.04,2.14,0.2
32.3,79.0,31.46,1004.63,0.03,1.73,0.11
32.3,79.0,31.46,1004.63,0.04,1.93,0.15
32.3,79.0,31.46,1004.63,0.05,2.54,0.33
32.3,79.0,31.46,1004.63,0.04,1.81,0.13
32.3,79.0,31.45,1004.63,0.04,2.22,0.22
32.3,79.0,31.45,1004.63,0.04,1.77,0.12
32.3,79.0,31.45,1004.63,0.06,3.1,0.58
32.3,79.0,31.45,1004.63,0.03,1.29,0.05
32.3,79.0,31.45,1004.63,0.05,2.34,0.26
32.3,79.0,31.45,1004.63,0.05,2.3,0.25
32.3,79.0,31.45,1004.63,0.03,1.29,0.05
32.3,79.0,31.45,1004.64,0.04,1.89,0.14
32.3,79.0,31.45,1004.64,0.05,2.46,0.3
32.3,79.0,31.45,1004.64,0.04,2.22,0.22
32.3,79.0,31.45,1004.64,0.04,2.18,0.21
32.3,79.0,31.45,1004.64,0.03,1.73,0.11
32.3,79.0,31.45,1004.64,0.04,2.01,0.17
32.3,79.0,31.46,1004.64,0.04,1.93,0.15
32.3,79.0,31.46,1004.65,0.05,2.54,0.33
32.3,79.0,31.47,1004.64,0.05,2.5,0.31
32.3,79.0,31.47,1004.65,0.03,1.53,0.08
32.3,79.0,31.47,1004.65,0.02,1.21,0.04
32.3,79.0,31.48,1004.65,0.04,2.14,0.2
32.3,79.0,31.48,1004.65,0.04,2.18,0.21
32.3,79.0,31.48,1004.64,0.04,1.97,0.16
32.3,79.0,31.48,1004.64,0.04,1.93,0.15
32.3,79.0,31.49,1004.64,0.05,2.54,0.33
32.3,79.0,31.49,1004.65,0.04,1.93,0.15
32.3,79.0,31.49,1004.65,0.05,2.58,0.34
32.3,79.0,31.49,1004.65,0.09,4.27,1.42
32.3,79.0,31.49,1004.65,0.03,1.69,0.1
32.3,79.0,31.49,1004.65,0.03,1.57,0.09
32.3,79.0,31.49,1004.65,0.05,2.34,0.26
32.3,79.0,31.49,1004.65,0.05,2.58,0.34
32.3,79.0,31.48,1004.65,0.04,2.05,0.18
32.3,79.0,31.48,1004.65,0.02,1.09,0.03
32.3,79.0,31.48,1004.65,0.04,2.05,0.18
32.3,79.0,31.47,1004.65,0.06,2.94,0.49
32.3,79.0,31.47,1004.65,0.04,1.93,0.15
32.3,79.0,31.47,1004.65,0.04,1.89,0.14
32.3,79.0,31.47,1004.65,0.05,2.34,0.26
32.3,79.0,31.47,1004.65,0.04,1.89,0.14
32.3,79.0,31.47,1004.65,0.04,2.05,0.18
32.3,79.0,31.47,1004.65,0.05,2.42,0.28
32.3,79.0,31.47,1004.65,0.05,2.5,0.31
32.3,79.0,31.47,1004.65,0.06,2.94,0.49
32.3,79.0,31.47,1004.65,0.04,2.05,0.18
32.3,79.0,31.47,1004.65,0.04,2.22,0.22
32.3,79.0,31.47,1004.66,0.04,2.18,0.21
32.3,79.0,31.46,1004.66,0.05,2.58,0.34
32.3,79.0,31.46,1004.66,0.01,0.68,0.01
32.3,79.0,31.46,1004.66,0.04,1.93,0.15
32.3,79.0,31.45,1004.66,0.04,2.01,0.17
32.3,79.0,31.45,1004.66,0.04,2.1,0.19
32.3,79.0,31.45,1004.67,0.05,2.5,0.31
32.3,79.0,31.44,1004.67,0.04,1.93,0.15
32.3,79.0,31.44,1004.67,0.04,1.77,0.12
32.3,79.0,31.44,1004.67,0.04,1.93,0.15
32.3,79.0,31.43,1004.67,0.03,1.65,0.1
32.3,79.0,31.43,1004.67,0.03,1.69,0.1
32.3,79.0,31.43,1004.67,0.05,2.62,0.36
32.3,79.0,31.43,1004.67,0.03,1.29,0.05
32.3,79.0,31.44,1004.67,0.05,2.38,0.27
32.3,79.0,31.44,1004.67,0.05,2.58,0.34
32.3,79.0,31.44,1004.67,0.04,2.18,0.21
32.3,79.0,31.44,1004.67,0.04,1.85,0.14
32.3,79.0,31.44,1004.67,0.06,3.14,0.6
32.3,79.0,31.44,1004.67,0.05,2.3,0.25
32.3,79.0,31.44,1004.67,0.05,2.5,0.31
32.3,79.0,31.43,1004.67,0.03,1.53,0.08
32.3,79.0,31.43,1004.67,0.03,1.37,0.06
32.3,79.0,31.43,1004.67,0.05,2.34,0.26
32.3,79.0,31.43,1004.67,0.03,1.69,0.1
32.3,79.0,31.43,1004.67,0.04,1.89,0.14
32.3,79.0,31.43,1004.67,0.04,2.05,0.18
32.3,79.0,31.43,1004.68,0.04,1.93,0.15
32.3,79.0,31.43,1004.68,0.05,2.62,0.36
32.3,79.0,31.43,1004.68,0.04,2.18,0.21
32.3,79.0,31.43,1004.68,0.03,1.33,0.05
32.3,79.0,31.44,1004.68,0.04,1.93,0.15
32.3,79.0,31.44,1004.68,0.04,2.22,0.22
32.3,79.0,31.44,1004.68,0.04,2.18,0.21
32.3,79.0,31.44,1004.68,0.04,1.93,0.15
32.3,79.0,31.44,1004.68,0.03,1.73,0.11
32.3,79.0,31.44,1004.68,0.04,1.81,0.13
32.3,79.0,31.44,1004.69,0.05,2.58,0.34
32.3,79.0,31.44,1004.69,0.03,1.73,0.11
32.3,79.0,31.44,1004.7,0.04,1.81,0.13
32.3,79.0,31.44,1004.69,0.05,2.58,0.34
32.3,79.0,31.45,1004.7,0.05,2.26,0.23
32.3,79.0,31.45,1004.7,0.04,1.93,0.15
32.3,79.0,31.45,1004.71,0.04,1.89,0.14
32.3,79.0,31.45,1004.7,0.04,1.85,0.14
32.3,79.0,31.46,1004.7,0.05,2.62,0.36
32.3,79.0,31.46,1004.7,0.02,0.77,0.01
32.3,79.0,31.46,1004.7,0.04,1.89,0.14
32.3,79.0,31.46,1004.71,0.04,2.05,0.18
32.3,79.0,31.46,1004.7,0.04,2.05,0.18
32.3,79.0,31.45,1004.7,0.04,1.89,0.14
32.3,79.0,31.45,1004.7,0.04,1.85,0.14
32.3,79.0,31.45,1004.7,0.04,1.85,0.14
32.3,79.0,31.46,1004.7,0.05,2.5,0.31
32.3,79.0,31.46,1004.7,0.03,1.65,0.1
32.3,79.0,31.46,1004.7,0.04,2.22,0.22
32.3,79.0,31.46,1004.7,0.04,1.81,0.13
32.3,79.0,31.46,1004.7,0.04,1.93,0.15
32.3,79.0,31.46,1004.7,0.04,2.18,0.21
32.3,79.0,31.45,1004.7,0.04,2.14,0.2
32.3,79.0,31.45,1004.71,0.04,1.93,0.15
32.3,79.0,31.45,1004.71,0.03,1.73,0.11
32.3,79.0,31.45,1004.71,0.05,2.26,0.23
32.3,79.0,31.45,1004.71,0.06,2.86,0.46
32.3,79.0,31.45,1004.71,0.05,2.38,0.27
32.3,79.0,31.45,1004.71,0.04,1.81,0.13
32.3,79.0,31.46,1004.71,0.05,2.58,0.34
32.3,79.0,31.46,1004.71,0.04,2.05,0.18
32.3,79.0,31.46,1004.71,0.05,2.26,0.23
32.3,79.0,31.46,1004.71,0.06,3.02,0.53
32.3,79.0,31.46,1004.71,0.05,2.38,0.27
32.3,79.0,31.47,1004.71,0.04,1.93,0.15
32.3,79.0,31.48,1004.7,0.05,2.5,0.31
32.3,79.0,31.48,1004.71,0.04,2.22,0.22
32.3,79.0,31.48,1004.71,0.02,0.77,0.01
32.3,79.0,31.47,1004.7,0.05,2.3,0.25
32.3,79.0,31.47,1004.71,0.05,2.38,0.27
32.3,79.0,31.47,1004.71,0.03,1.29,0.05
32.3,79.0,31.46,1004.71,0.04,2.05,0.18
32.3,79.0,31.46,1004.72,0.04,1.85,0.14
32.3,79.0,31.45,1004.72,0.03,1.53,0.08
32.3,79.0,31.45,1004.72,0.04,2.22,0.22
32.3,79.0,31.44,1004.72,0.04,2.05,0.18
32.3,79.0,31.44,1004.72,0.04,2.22,0.22
32.3,79.0,31.43,1004.72,0.05,2.3,0.25
32.3,79.0,31.43,1004.73,0.03,1.69,0.1
32.3,79.0,31.43,1004.72,0.04,2.05,0.18
32.3,79.0,31.43,1004.73,0.04,2.22,0.22
32.3,79.0,31.43,1004.73,0.04,1.93,0.15
32.3,79.0,31.43,1004.73,0.04,1.85,0.14
32.3,79.0,31.44,1004.74,0.04,1.97,0.16
32.3,79.0,31.44,1004.74,0.04,1.93,0.15
32.3,79.0,31.44,1004.74,0.05,2.42,0.28
32.3,79.0,31.44,1004.74,0.03,1.73,0.11
32.3,79.0,31.44,1004.75,0.04,1.93,0.15
32.3,79.0,31.44,1004.74,0.04,2.14,0.2
32.3,79.0,31.44,1004.75,0.04,1.93,0.15
32.3,79.0,31.44,1004.75,0.02,0.93,0.02
32.3,79.0,31.44,1004.75,0.05,2.34,0.26
32.3,79.0,31.45,1004.75,0.03,1.53,0.08
32.3,79.0,31.45,1004.75,0.04,1.97,0.16
32.3,79.0,31.45,1004.75,0.03,1.37,0.06
32.3,79.0,31.45,1004.75,0.03,1.49,0.07
32.3,79.0,31.45,1004.75,0.05,2.34,0.26
32.3,79.0,31.45,1004.75,0.04,1.81,0.13
32.3,79.0,31.45,1004.75,0.05,2.5,0.31
32.3,79.0,31.44,1004.75,0.04,1.93,0.15
32.3,79.0,31.44,1004.76,0.03,1.53,0.08
32.3,79.0,31.44,1004.76,0.03,1.33,0.05
32.3,79.0,31.44,1004.76,0.04,2.14,0.2
32.3,79.0,31.45,1004.77,0.04,2.01,0.17
32.3,79.0,31.45,1004.77,0.04,1.97,0.16
32.3,79.0,31.45,1004.77,0.06,2.82,0.44
32.3,79.0,31.45,1004.77,0.03,1.53,0.08
32.3,79.0,31.45,1004.77,0.04,2.01,0.17
32.3,79.0,31.46,1004.78,0.05,2.34,0.26
32.3,79.0,31.46,1004.78,0.04,1.97,0.16
32.3,79.0,31.46,1004.78,0.05,2.3,0.25
32.3,79.0,31.46,1004.78,0.04,1.93,0.15
32.3,79.0,31.46,1004.78,0.0,0.0,0.0
32.3,79.0,31.46,1004.78,0.04,1.93,0.15
32.3,79.0,31.46,1004.78,0.05,2.38,0.27
32.3,79.0,31.47,1004.78,0.04,2.01,0.17
32.3,79.0,31.47,1004.78,0.04,1.93,0.15
32.3,79.0,31.47,1004.78,0.04,1.97,0.16
32.3,79.0,31.47,1004.78,0.04,2.22,0.22
32.3,79.0,31.47,1004.78,0.04,1.93,0.15
32.3,79.0,31.47,1004.78,0.04,1.89,0.14
32.3,79.0,31.47,1004.78,0.05,2.58,0.34
32.3,79.0,31.47,1004.78,0.04,2.1,0.19
32.3,79.0,31.48,1004.78,0.04,1.97,0.16
32.3,79.0,31.48,1004.78,0.01,0.6,0.01
32.3,79.0,31.47,1004.78,0.06,2.78,0.42
32.3,79.0,31.47,1004.78,0.03,1.45,0.07
32.3,79.0,31.47,1004.78,0.04,1.97,0.16
32.3,79.0,31.47,1004.78,0.04,2.22,0.22
32.3,79.0,31.47,1004.78,0.04,1.93,0.15
32.3,79.0,31.47,1004.78,0.05,2.46,0.3
32.3,79.0,31.47,1004.78,0.04,1.85,0.14
32.3,79.0,31.47,1004.78,0.04,2.05,0.18
32.3,79.0,31.47,1004.78,0.02,1.25,0.04
32.3,79.0,31.47,1004.78,0.04,1.93,0.15
32.3,79.0,31.47,1004.79,0.04,2.18,0.21
32.3,79.0,31.47,1004.79,0.05,2.42,0.28
32.3,79.0,31.47,1004.79,0.04,2.22,0.22
32.3,79.0,31.47,1004.79,0.04,1.93,0.15
32.3,79.0,31.47,1004.79,0.03,1.45,0.07
32.3,79.0,31.48,1004.79,0.04,1.93,0.15
32.3,79.0,31.48,1004.79,0.05,2.58,0.34
32.3,79.0,31.48,1004.79,0.03,1.73,0.11
32.3,79.0,31.48,1004.8,0.03,1.29,0.05
32.3,79.0,31.48,1004.8,0.04,1.89,0.14
32.3,79.0,31.48,1004.8,0.04,2.01,0.17
32.3,79.0,31.47,1004.8,0.04,2.18,0.21
32.3,79.0,31.47,1004.8,0.04,1.93,0.15
32.3,79.0,31.47,1004.79,0.05,2.26,0.23
32.3,79.0,31.47,1004.8,0.05,2.34,0.26
32.3,79.0,31.47,1004.8,0.04,1.93,0.15
32.3,79.0,31.47,1004.8,0.02,1.25,0.04
32.3,79.0,31.47,1004.81,0.04,1.93,0.15
32.3,79.0,31.47,1004.81,0.07,3.26,0.66
32.3,79.0,31.47,1004.81,0.03,1.57,0.09
32.3,79.0,31.47,1004.81,0.09,4.31,1.46
32.3,79.0,31.46,1004.81,0.04,2.01,0.17
32.3,79.0,31.46,1004.81,0.08,4.11,1.27
32.3,79.0,31.46,1004.81,0.03,1.37,0.06
32.3,79.0,31.46,1004.81,0.04,1.85,0.14
32.3,79.0,31.46,1004.81,0.04,2.14,0.2
32.3,79.0,31.47,1004.82,0.05,2.34,0.26
32.3,79.0,31.47,1004.82,0.05,2.46,0.3
32.3,79.0,31.46,1004.82,0.06,2.86,0.46
32.3,79.0,31.46,1004.82,0.04,2.18,0.21
32.3,79.0,31.47,1004.82,0.04,2.05,0.18
32.3,79.0,31.47,1004.82,0.04,1.89,0.14
32.3,79.0,31.47,1004.83,0.04,1.97,0.16
32.3,79.0,31.47,1004.83,0.04,2.05,0.18
32.3,79.0,31.47,1004.83,0.05,2.34,0.26
32.3,79.0,31.46,1004.83,0.04,2.1,0.19
32.3,79.0,31.46,1004.83,0.05,2.42,0.28
32.3,79.0,31.46,1004.83,0.04,1.93,0.15
32.3,79.0,31.46,1004.83,0.04,1.93,0.15
32.3,79.0,31.45,1004.84,0.04,2.14,0.2
32.3,79.0,31.45,1004.84,0.03,1.73,0.11
32.3,79.0,31.45,1004.84,0.05,2.5,0.31
32.3,79.0,31.44,1004.84,0.04,2.14,0.2
32.3,79.0,31.44,1004.84,0.05,2.34,0.26
32.3,79.0,31.44,1004.83,0.03,1.41,0.06
32.3,79.0,31.45,1004.84,0.04,1.97,0.16
32.3,79.0,31.45,1004.84,0.05,2.58,0.34
32.3,79.0,31.45,1004.84,0.04,2.18,0.21
32.3,79.0,31.45,1004.84,0.04,1.93,0.15
32.3,79.0,31.45,1004.84,0.05,2.38,0.27
32.3,79.0,31.45,1004.85,0.05,2.58,0.34
32.3,79.0,31.45,1004.85,0.05,2.38,0.27
32.3,79.0,31.46,1004.85,0.04,1.93,0.15
32.3,79.0,31.46,1004.84,0.04,1.93,0.15
32.3,79.0,31.46,1004.85,0.04,1.97,0.16
32.3,79.0,31.47,1004.84,0.04,1.93,0.15
32.3,79.0,31.47,1004.84,0.04,1.93,0.15
32.3,79.0,31.47,1004.84,0.1,4.79,1.98
32.3,79.0,31.47,1004.84,0.04,2.18,0.21
32.3,79.0,31.47,1004.84,0.06,3.02,0.53
32.3,79.0,31.47,1004.84,0.05,2.5,0.31
32.3,79.0,31.47,1004.84,0.07,3.3,0.69
32.3,79.0,31.47,1004.84,0.06,2.86,0.46
32.3,79.0,31.47,1004.84,0.08,3.79,1.01
32.3,79.0,31.47,1004.84,0.04,2.18,0.21
32.3,79.0,31.47,1004.84,0.0,0.0,0.0
32.3,79.0,31.47,1004.85,0.04,2.22,0.22
32.3,79.0,31.47,1004.85,0.04,1.93,0.15
32.3,79.0,31.47,1004.85,0.04,2.22,0.22
32.3,79.0,31.48,1004.85,0.05,2.3,0.25
32.3,79.0,31.48,1004.85,0.04,2.01,0.17
32.3,79.0,31.48,1004.85,0.05,2.62,0.36
32.3,79.0,31.49,1004.84,0.04,2.05,0.18
32.3,79.0,31.49,1004.84,0.05,2.7,0.39
32.3,79.0,31.49,1004.84,0.08,3.83,1.04
32.3,79.0,31.49,1004.84,0.06,3.14,0.6
32.3,79.0,31.48,1004.84,0.04,2.22,0.22
32.3,79.0,31.48,1004.84,0.04,1.81,0.13
32.3,79.0,31.48,1004.84,0.04,2.1,0.19
32.3,79.0,31.48,1004.85,0.04,2.1,0.19
32.3,79.0,31.48,1004.85,0.04,1.85,0.14
32.3,79.0,31.49,1004.85,0.05,2.7,0.39
32.3,79.0,31.48,1004.85,0.05,2.34,0.26
32.3,79.0,31.48,1004.85,0.04,1.97,0.16
